PassengerId,Survived,Pclass,Sex,Fare,TicketGroupSize,FarePerPerson,FarePerPerson_log,FareClassBand,FareMedianByClass,FareSurplus,CabinExists,FareCabinInteraction
859,1,3,female,19.2583,4,4.814575,1.7603676964552861,0,7.8542,-3.039625,0,0.0
860,0,3,male,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
861,0,3,male,14.1083,1,14.1083,2.7152442616824506,3,7.8542,6.2541,0,0.0
862,0,2,male,11.5,1,11.5,2.5257286443082556,1,13.0,-1.5,0,0.0
863,1,1,female,25.9292,1,25.9292,3.2932111997353943,0,35.25,-9.320799999999998,1,3.2932111997353943
864,0,3,female,69.55,7,9.935714285714285,2.3920339730483793,3,7.8542,2.0815142857142854,0,0.0
865,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
866,1,2,female,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
867,1,2,female,13.8583,1,13.8583,2.698558631668595,2,13.0,0.8582999999999998,0,0.0
868,0,1,male,50.4958,1,50.4958,3.941500250945973,2,35.25,15.245800000000003,1,3.941500250945973
869,0,3,male,9.5,1,9.5,2.3513752571634776,3,7.8542,1.6458000000000004,0,0.0
870,1,3,male,11.1333,3,3.7111,1.5499214264083454,0,7.8542,-4.1431,0,0.0
871,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
872,1,1,female,52.5542,2,26.2771,3.306047522339149,0,35.25,-8.9729,1,3.306047522339149
873,0,1,male,5.0,1,5.0,1.791759469228055,0,35.25,-30.25,1,1.791759469228055
874,0,3,male,9.0,1,9.0,2.302585092994046,3,7.8542,1.1458000000000004,0,0.0
875,1,2,female,24.0,2,12.0,2.5649493574615367,1,13.0,-1.0,0,0.0
876,1,3,female,7.225,1,7.225,2.1071782966514356,0,7.8542,-0.6292,0,0.0
877,0,3,male,9.8458,2,4.9229,1.7788261938161558,0,7.8542,-2.9312999999999994,0,0.0
878,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
879,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
880,1,1,female,83.1583,2,41.57915,3.7513646968424084,2,35.25,6.3291499999999985,1,3.7513646968424084
881,1,2,female,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
882,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
883,0,3,female,10.5167,1,10.5167,2.4437981558973862,3,7.8542,2.6625000000000005,0,0.0
884,0,2,male,10.5,1,10.5,2.4423470353692043,0,13.0,-2.5,0,0.0
885,0,3,male,7.05,1,7.05,2.0856720914304723,0,7.8542,-0.8041999999999998,0,0.0
886,0,3,female,29.125,5,5.825,1.9205923410710235,0,7.8542,-2.0291999999999994,0,0.0
887,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
888,1,1,female,30.0,1,30.0,3.4339872044851463,1,35.25,-5.25,1,3.4339872044851463
889,0,3,female,23.45,2,11.725,2.5435685624365862,3,7.8542,3.8708,0,0.0
890,1,1,male,30.0,1,30.0,3.4339872044851463,1,35.25,-5.25,1,3.4339872044851463
891,0,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
